Review Text,Review Date,Helpful Votes,Verified Purchase,Imp_Words,Sentiment,Sentiment Score,Positive_Sentence_Count,Negative_Sentence_Count,Neutral_Sentence_Count,Reliability,Review_Length
"Superb Gaming Chair, Good Quality & Design, Highly Recommended..Thank you to Amazon & CellBell👍",Reviewed in India on 28 May 2025,0,Yes,11,POSITIVE,0.8,3,0,0,RELIABLE,14
It's good and comfortable,Reviewed in India on 26 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
Issue facing in hidrolic and minor issue in wheel but overall product is good and it's service is also good it is best gaming chair under this budget,Reviewed in India on 21 March 2025,0,Yes,18,POSITIVE,0.36,3,1,1,RELIABLE,28
Good product,Reviewed in India on 27 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Good quality,Reviewed in India on 26 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
"Value for money, great product at the particular price, although i received a wrong part, on contacting again got the part with wrong measurements but got it fixed from my end as it was taking time, i feel this doesn't happens in general, so good product with good comfort",Reviewed in India on 30 April 2025,0,Yes,27,POSITIVE,0.52,4,1,0,RELIABLE,49
"Chair is Good and worth the price. Build quality is good. I am 110kg, however the chair is smooth during regular use. Chair met my expectations serves well",Reviewed in India on 7 May 2025,0,Yes,17,POSITIVE,0.8,4,0,0,RELIABLE,28
Highly impressed by the quality of this chair at such price point. Value for money and provides comfort for long hour focussed sitting. Good built and the recline is perfect for providing comfort for longer sittings.,Reviewed in India on 30 April 2025,0,Yes,25,POSITIVE,0.8,4,0,0,RELIABLE,36
"The Cellbell Team has been Quite Helpful, Their Support team efficiency is Unwavering. Resolved my query quite quick and instant. Highly Recommend their Top Notch Customer Service.",Reviewed in India on 3 May 2025,0,Yes,17,POSITIVE,0.8,3,0,0,RELIABLE,27
I purchased the Gaming chair from cellbell and I don't have any regrets after buying this one. I sit for hours and no complaints. I would highly recommend this to someone who sits for long hours.,Reviewed in India on 23 April 2025,0,Yes,15,POSITIVE,0.8,4,0,0,RELIABLE,36
"Comfortable, but facing some issue with handles.",Reviewed in India on 18 March 2025,0,Yes,4,NEUTRAL,0.1,1,1,0,UNRELIABLE,7
Good quality,Reviewed in India on 18 March 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
"I’m genuinely impressed with quality it’s comfortable & clearly made attention to detail .

The materials feel premium & it add a nice touch to the room , highly recommend if ur looking for a something durable and stylish !",Reviewed in India on 22 April 2025,0,Yes,20,POSITIVE,0.8,3,0,0,RELIABLE,40
"Loved the chair, really comfortable.",Reviewed in India on 14 May 2025,0,Yes,3,POSITIVE,0.8,2,0,0,RELIABLE,5
A great quality chair indeed! I bought this for long hours of desk work from home and 100% worth the purchase. High quality and very comfortable!,Reviewed in India on 28 April 2025,0,Yes,18,POSITIVE,0.8,3,0,0,RELIABLE,26
Good budget gaming chair. Perfectly comfortable and 170 degree recline is super helpful,Reviewed in India on 6 May 2025,0,Yes,10,POSITIVE,0.8,2,0,0,RELIABLE,13
"The CellBell gaming chair combines comfort, style, and function with ergonomic support and a sleek design. Overall a great pick for long gaming sessions and a modern setup.",Reviewed in India on 22 April 2025,0,Yes,19,POSITIVE,0.8,2,0,0,RELIABLE,28
"under this price it was very good deel , its was very comfortable and adjustable and and happy after buying it .",Reviewed in India on 25 April 2025,0,Yes,10,POSITIVE,0.8,4,0,0,RELIABLE,22
Awesome chair,Reviewed in India on 9 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Good quality chair and a very comfortable to seat ..I loved it very much,Reviewed in India on 29 April 2025,0,Yes,7,POSITIVE,0.567,2,0,1,RELIABLE,14
"Chair

The chair is very comfortable and easy to build, very good customer support as well.",Reviewed in India on 22 April 2025,0,Yes,11,POSITIVE,0.4,2,0,1,RELIABLE,16
Thank you for delivering the chair; it is very comfortable and supportive.,Reviewed in India on 24 April 2025,0,Yes,5,POSITIVE,0.467,2,0,1,RELIABLE,12
"Value for money amazing service
Satisfied",Reviewed in India on 22 April 2025,0,Yes,5,POSITIVE,0.4,2,0,1,RELIABLE,6
"It's a high-quality chair with comfort and support, especially it's designed for long periods of sitting, in an office or dining setting.",Reviewed in India on 10 April 2025,0,Yes,15,POSITIVE,0.533,2,0,1,RELIABLE,22
Worth buying the product.,Reviewed in India on 23 April 2025,0,Yes,2,POSITIVE,0.4,2,0,1,RELIABLE,4
Very comfortable chair. Go for it 👍,Reviewed in India on 21 April 2025,0,Yes,4,NEUTRAL,0.0,0,0,1,UNRELIABLE,7
Best chair for those who have long seating hours,Reviewed in India on 24 April 2025,0,Yes,5,POSITIVE,0.533,2,0,1,RELIABLE,9
"Extremely happy with the product. I work from home and hence spend most of my day in the chair, working and then playing games in my free time. This chair was definitely an upgrade that I needed.",Reviewed in India on 2 April 2025,0,Yes,20,POSITIVE,0.6,2,0,1,RELIABLE,37
Comfortable for long work hours.,Reviewed in India on 24 April 2025,0,Yes,5,POSITIVE,0.467,2,0,1,RELIABLE,5
Value for money,Reviewed in India on 22 April 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Very Good Chair,Reviewed in India on 19 April 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Very good product and comfortable.,Reviewed in India on 17 April 2025,0,Yes,4,POSITIVE,0.467,2,0,1,RELIABLE,5
"Amazing chair comfortable with good quishning, hight and armrest adjustment works very well. Its comfortable to sit for hours",Reviewed in India on 10 April 2025,0,Yes,14,POSITIVE,0.533,2,0,1,RELIABLE,19
good comfort chair,Reviewed in India on 17 April 2025,0,Yes,3,POSITIVE,0.4,2,0,1,RELIABLE,3
Comfortable and ergonomic,Reviewed in India on 16 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Meri sari jaruraton ka Dhyan yah kursi pakar main बहुत-बहुत sukun mahsus kar raha hun,Reviewed in India on 4 April 2025,0,Yes,14,POSITIVE,0.533,2,0,1,RELIABLE,15
Perfect chair,Reviewed in India on 19 April 2025,0,Yes,1,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Very comfortable looks good on my setup,Reviewed in India on 15 April 2025,0,Yes,5,POSITIVE,0.467,2,0,1,RELIABLE,7
In good condition and comfortable.,Reviewed in India on 16 April 2025,0,Yes,4,POSITIVE,0.2,1,1,1,UNRELIABLE,5
Chair is very comfortable,Reviewed in India on 15 April 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
Good quality,Reviewed in India on 11 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Gaming chair is really comfortable its great product,Reviewed in India on 9 April 2025,0,Yes,6,POSITIVE,0.267,1,1,1,RELIABLE,8
Amazing gaming chair.,Reviewed in India on 9 April 2025,0,Yes,3,POSITIVE,0.3,1,1,1,RELIABLE,3
"Extremely happy with the product. I work from home and hence spend most of my day in the chair, working and then playing games in my free time. This chair was definitely an upgrade that I needed. It is extremely comfortable, amazing back support and very comfy cushioning in general. Highly recommended.",Reviewed in India on 18 March 2025,0,Yes,31,POSITIVE,0.3,1,1,1,RELIABLE,52
Provides great comfort,Reviewed in India on 8 April 2025,0,Yes,2,POSITIVE,0.2,1,1,1,UNRELIABLE,3
Good product,Reviewed in India on 9 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
"Click to play video
I I bought this in November! It's been five months now! My experience with this gaming chair is very good! I'm a 3D animator, so I do a lot of sitting work, so this chair serves me well!",Reviewed in India on 18 March 2025,0,Yes,18,POSITIVE,0.233,1,1,1,RELIABLE,42
"Using it from long and it is working perfectly fine , would suggest to take it.",Reviewed in India on 27 March 2025,0,Yes,4,POSITIVE,0.233,1,1,1,RELIABLE,16
"The product quality is good,but there is no manual or no video for the installation of the chair.Because of this there was a lot of problem in installation and also there was no customer support available.
But overall good product",Reviewed in India on 14 March 2025,0,Yes,22,POSITIVE,0.133,1,1,1,UNRELIABLE,40
"Its amazing, comfortable to seat ,",Reviewed in India on 27 March 2025,0,Yes,2,POSITIVE,0.233,1,1,1,RELIABLE,6
I have been using this chair for the last 4 months.. It provides good comfort..,Reviewed in India on 18 March 2025,0,Yes,6,POSITIVE,0.233,1,1,1,RELIABLE,15
Very nice chair 😊 good quality cellbell,Reviewed in India on 18 March 2025,0,Yes,6,POSITIVE,0.233,1,1,1,RELIABLE,7
Comfortable and works fine till now,Reviewed in India on 18 March 2025,0,Yes,3,POSITIVE,0.233,1,1,1,RELIABLE,6
Good quality product,Reviewed in India on 18 March 2025,0,Yes,3,POSITIVE,0.233,1,1,1,RELIABLE,3
"Click to play video
The manufacturer has significantly improved this chair! Initially, I was disappointed with the build quality, especially the legs, which were weak and broke within a month of use. However, they have now replaced it with much stronger legs, completely transforming the product.

The chair not only looks good but is now highly durable and sturdy. The faux leather finish feels premium, and the overall build quality is exceptional. I weigh less than 80kg, and this upgraded version has been holding up perfectly.

This is now a 5/5 product, and I wholeheartedly recommend it. Kudos to the company for listening to feedback and making these improvements!",Reviewed in India on 29 November 2024,0,Yes,52,POSITIVE,0.3,1,1,1,RELIABLE,109
"its been 3 months since I bought this. the quality is terrible, the left hand reat broke and seat cover stitches are gone.

the hand rest was covered under warranty and seat cover god knows.

GO WITH other options",Reviewed in India on 27 August 2024,0,Yes,19,NEGATIVE,-0.2,1,1,1,UNRELIABLE,39
"(Previously 1 starred review)
NOT RECOMMENDED AT ALL,
worst chair. Within 2 months the chair mechanism started making noise, 1 month later to that the hydraulic failed (and I don't even adjust chair's height, one month after that, the armrest broke. After 10-11 month of uses the seat and and support pillows you can see the images. And now to the tilt adjuster malfunctioned (after warranty)

The only good thing about this chair is that CellBell provided new chair mechanism (TWICE), provided Hydraulic and armrest. The seat and pillows aren't covered in warranty.

Overall, this chair is waste of money. If you are spending above 15K then go for other better brands. This chair is not worth more than 6-8K.

05/28/2025
Cellbell's customer support is contacting me and saying that they are sorry for the inconvenience I faced, and to compensate for this, they are talking about providing me an additional 6-month warranty (even after 4 years). I am increasing my rating only because their customer support is good.

This rating is solely for the customer support; the product's rating is still 1 star.",Reviewed in India on 7 April 2023,0,Yes,95,NEGATIVE,-0.267,1,1,1,RELIABLE,184
"The CELLBELL GC03 gaming chair is a fantastic addition to any gaming setup. Its ergonomic design, including Arm Rest, ergonomic , Swivel, Rolling, and Adjustable Height, provides comfort during long gaming sessions. The chair is built with high-density foam and covered in premium upholstered leather, ensuring durability and a luxurious feel. The adjustable armrests and recline function enhance the overall experience. Assembly is straightforward with clear instructions. Overall, the CELLBELL GC03 offers excellent value for money, combining style, comfort, and functionality for gamers.",Reviewed in India on 10 July 2024,2,Yes,55,POSITIVE,0.3,1,1,1,RELIABLE,83
worst product not able to assemble and inspite of multiple followup replacement part not received for 3 weeks .. bad quality and even worse their customer service ...dosent deserve even 1 star rating,Reviewed in India on 23 May 2025,0,Yes,20,NEGATIVE,-1.0,0,5,0,RELIABLE,33
"Base side four nuts are not aligned, totally time waste, returning my product.",Reviewed in India on 22 May 2025,0,Yes,8,NEGATIVE,-1.0,0,3,0,RELIABLE,13
Many issues and not providing proper support. I really regret buying the product.,Reviewed in India on 15 May 2025,0,Yes,6,NEGATIVE,-1.0,0,2,0,RELIABLE,13
"A comfortable chair and has good cushioning, although it has some cons too.
I am a developer and casual gamer, I am 6 feet tall and had back pain,
1. The headrest is not comfortable to support my neck, it has hard cushioning.
2. It supports my back well, I usually spend 10-12 hrs on the chair, and it's quite comfortable.
3. The base of the chair which supports thighs is not well designed or not has proper cushioning it hurts on thighs,
4. The height of this chair is good, arms rest are also good but it could be more comfortable there are bit far to rest both hands. It would be great if they could provide a 3d armrest at 16k then this chair would be best in the segment.
The overall chair is good. Shipment was fast. The packaging was good. It was easy to assemble, 2 person are needed to assemble the chair.",Reviewed in India on 13 September 2021,4,Yes,66,POSITIVE,0.308,8,2,3,RELIABLE,157
"a year has been passed with this chair i guess, well it's working like the same when it was new. lil bit of sounds comes from the bottom maybe cause of less lubrication, the back straps (pillow) got elongated somehow and now it's not that tight like before, so gotta take care of the straps, don't move them too much. overall a nice purchase, can look for greensoul too btw.
update:
The chair started sinking now. and the warranty of hydraulics is only 6months lol
the leather started tearing up from some place.",Reviewed in India on 6 November 2022,2,Yes,52,NEGATIVE,-0.167,1,4,1,UNRELIABLE,93
"I am satisfied with the quality of cushioning on this chair. Although it comes with its problems.

Few cons:
1) A few holes on the chair were not aligned, so all screws did not go through, although most of them did go through.
2) The height adjusting lever is in a spot were it cannot be moved. Although i am not using it so doesnt matter.
3) I am using this as a WFH accessory since this has more cushioning. However, one major drawback of the chair is that the arm rests are so far apart that you cannot rest your arms on them. Possibly since gamers have hands far apart for keyboard and mouse. This is the only potential deal breaker. I literally have to sit crosslegged on the chair to rest my arms on my legs :)
4) Difficult for 1 person to assemble, ideally needs 2 people. Another deal breaker. Installation is not very simple, although instructions are provided. Power tools might reduce the installation time.",Reviewed in India on 27 May 2021,9,Yes,74,NEGATIVE,-0.317,1,11,0,RELIABLE,169
"No 1 cheap product and easily inside welding was broken easily
Cheap quality with high cost also
The Leather is also not good quality
Don't buy this",Reviewed in India on 25 April 2025,2,Yes,16,NEGATIVE,-1.0,0,3,0,RELIABLE,27
Parts missing and it's not assemble Friendly. Don't buy this. Product quality is too bad.,Reviewed in India on 4 May 2025,3,Yes,6,NEGATIVE,-1.0,0,3,0,RELIABLE,15
"The chair is amazing, i love it, i think everyone should have one of these not just gaming people, extremely comfortable adjustable, cool features, i ordered it due to my sciatica, piriformis nerve damage that i recently did to myself due to my old broken chair, the assembly is not simple but my brother helped me, i wishes there would be some simple clear , good video on the internet for assembling, regarding the head cushion i feel it can be slightly higher height for comfort cause it feels low but i am not sure i maybe tall 😂, over all i love the chair helps me with sitting comfortably or my recently injury causes excruciating pain, so thank you very much 👍.",Reviewed in India on 13 January 2023,3,Yes,54,POSITIVE,0.4,4,1,1,RELIABLE,123
"It is 925 Stirling silver hallmarked piece, which ensuring it's authenticity and purity. It is value for money. Very Light weight. After wearing this you look stunning and stylish. If you have sensitive skin then it's good for you because it's not irritate your skin.",Reviewed in India on 9 December 2024,0,Yes,20,POSITIVE,0.68,5,0,0,RELIABLE,45
"Totally different from picture, very thin and weak and fake MRP of Rs 2999 mentioned on Amazon, the actual MRP on the box is 599/-",Reviewed in India on 15 April 2025,0,Yes,17,NEGATIVE,-1.0,0,4,0,RELIABLE,25
"Beautiful, value for money, sterling silver jewellery. Quality uncompromiseded.",Reviewed in India on 21 January 2025,0,Yes,7,POSITIVE,0.7,4,0,0,RELIABLE,9
"Whether you’re dressing up for a formal occasion or adding a touch of charm to your everyday outfit, this heart pendant is the perfect accessory.",Reviewed in India on 16 December 2024,0,Yes,14,POSITIVE,0.733,3,0,0,RELIABLE,25
"This locket is absolutely beautiful! It has a lovely, smooth finish, and the design is so delicate. Perfect for keeping a special memory close.",Reviewed in India on 16 December 2024,0,Yes,13,POSITIVE,0.72,5,0,0,RELIABLE,24
Don't buy it.5 days ke use me hi Tut Gaya very bad quality,Reviewed in India on 27 March 2025,0,Yes,8,NEGATIVE,-1.0,0,3,0,RELIABLE,13
Don't buy it. Its not silver its stainless steel and they fake print 925 silver mark in it and fake silver card certificate provided they think customers are fools,Reviewed in India on 16 April 2025,0,Yes,12,NEGATIVE,-1.0,0,5,0,RELIABLE,29
"Good Experience
Had a very good experience shopping from your site. The chain was awesome and the price was at par with the current market rates. Thank you Anayra fine silver jewellery.",Reviewed in India on 7 December 2024,0,Yes,20,POSITIVE,0.7,4,0,0,RELIABLE,32
The necklace is well-made. Go for it.,Reviewed in India on 11 December 2024,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,7
"The design is classic and elegant, making it a perfect piece for everyday wear.The locket itself is a good size and also it opens smoothly.The material feels high-quality, and the finish is polished. Overall very good product. Happy😊",Reviewed in India on 11 December 2024,0,Yes,22,POSITIVE,0.733,6,0,0,RELIABLE,38
It looks great once worn. It’s elegant and adds a nice touch to any outfit. I am really happy with my purchase,Reviewed in India on 13 December 2024,0,No,12,POSITIVE,0.75,4,0,0,RELIABLE,22
Awesome product for home workout. Best option at this price range. So comfortable to use as the design is very good.,Reviewed in India on 15 May 2025,0,Yes,15,POSITIVE,0.3,1,0,2,RELIABLE,21
Nice product in a very reasonable price but it's credibility will depend on lasting durability. The weight is absolutely accurate.,Reviewed in India on 27 May 2025,0,Yes,12,POSITIVE,0.267,1,1,1,RELIABLE,20
"Click to play video
Great pair of dumbbells if you’re looking for some weights to lift to tone those sagging muscles of yours. The material is soft so you don’t have to worry about your skin tearing off or getting any cuts when in use. On top of the comfort these offer, they are a good looking pair of weights !",Reviewed in India on 18 May 2025,2,Yes,27,POSITIVE,0.7,3,0,0,RELIABLE,61
It was bad and quality of both the dumbbell was so different one was good and one was at a bad condition and had hole in it,Reviewed in India on 29 May 2025,2,Yes,14,NEGATIVE,-0.5,0,2,1,RELIABLE,27
"Cheap plastic quality, weight distribution is okay, but it's not durable for long term usage. However, It's good for the price.",Reviewed in India on 15 April 2025,2,Yes,15,NEGATIVE,-0.167,1,2,0,UNRELIABLE,21
The quality of the product is best in this price range.,Reviewed in India on 5 May 2025,0,Yes,7,POSITIVE,0.267,1,1,1,RELIABLE,11
Not metal but plastic outer covering. It’s color is black & looks sturdy,Reviewed in India on 15 April 2025,0,Yes,7,NEUTRAL,0.067,1,1,1,UNRELIABLE,13
Very good quality. need to wash once received before using.,Reviewed in India on 21 May 2025,0,Yes,5,POSITIVE,0.2,1,1,1,UNRELIABLE,10
I recieved Dumble Pair 5 Kg each. Its weights a little less then 5 kg (my scale showed 4.7 Kg. Also i recieved both dumbles in a little different condition. One seemed used and verry dusty and one was clean. All rest okay . It dose male a little sound of like some concreet chunks rumble inside but its verry little it can be ignored and weights are well balanced. But it shouldent happen that one recieves dumble pair in which one is old and used like and one is new. But acceptable as of this price point to some extent.,Reviewed in India on 3 May 2025,0,Yes,51,NEUTRAL,0.013,2,4,2,UNRELIABLE,101
The product I received was completely different from the picture displayed. I received PVC plates filled with sand. There were 8 plates in total and two bars that we can set. The item is worth more than the money I spent but the product is completely different from the picture displayed. I find it difficult to workout with these dumbells.,Reviewed in India on 1 May 2025,0,Yes,27,NEGATIVE,-0.6,0,5,0,RELIABLE,60
Good in this price range,Reviewed in India on 15 May 2025,0,Yes,4,POSITIVE,0.133,1,1,1,UNRELIABLE,5
Worth money and good product.,Reviewed in India on 14 May 2025,0,Yes,4,POSITIVE,0.2,1,1,1,UNRELIABLE,5
Item is okay for only beginner .......,Reviewed in India on 5 May 2025,0,Yes,5,NEUTRAL,0.067,1,1,1,UNRELIABLE,7
"Click to play video
For the price, it is a great purchase. It feels less than 5 kg though, maybe it's 4.5 kg. But overall very good for home workouts. Ty amazon!!",Reviewed in India on 10 May 2025,0,Yes,18,POSITIVE,0.15,1,2,1,UNRELIABLE,32
Not recommended,Reviewed in India on 1 June 2025,0,Yes,0,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Just fine for its price,Reviewed in India on 6 April 2025,0,Yes,4,NEUTRAL,0.0,0,0,1,UNRELIABLE,5
It has less weight from the product details,Reviewed in India on 31 March 2025,0,Yes,5,NEUTRAL,-0.033,1,1,1,UNRELIABLE,8
"Exactly what you need. Good quality, tough build and made of hard plastic. It has good grip. Will review after more usage. Untill then 4/5.",Reviewed in India on 22 March 2025,0,Yes,15,POSITIVE,0.36,3,1,1,RELIABLE,25
Product quality is not up to the mark. The product is too dusty n it is not sealed properly,Reviewed in India on 2 May 2025,0,Yes,9,NEGATIVE,-0.5,0,2,1,RELIABLE,19
"It is fine but i thik it is used item.
Disappointed with cleanliness.
Every customer matters amazon india.
Think about us.",Reviewed in India on 30 March 2025,0,Yes,8,NEGATIVE,-0.34,0,4,1,RELIABLE,21
Material is good and firm on hands for a good workout experience,Reviewed in India on 24 February 2025,0,Yes,9,POSITIVE,0.2,1,1,1,UNRELIABLE,12
"Its doesn't weigh 3 Kg, it is a bit less than 3 Kg. However the Grip is good.",Reviewed in India on 11 March 2025,0,Yes,8,NEUTRAL,-0.0,1,2,1,UNRELIABLE,18
Good quality product worth buying.,Reviewed in India on 14 February 2025,0,Yes,4,POSITIVE,0.2,1,1,1,UNRELIABLE,5
It was good,Reviewed in India on 10 May 2025,0,Yes,1,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
"Click to play video
Bahut acche Bhai aap bhi kharido 👍🤗",Reviewed in India on 11 May 2025,0,Yes,7,POSITIVE,0.4,1,0,1,RELIABLE,11
"They cute, comfortable for regular use.",Reviewed in India on 25 January 2025,0,Yes,4,POSITIVE,0.4,1,0,1,RELIABLE,6
"Liked it
Looks nice and good to start for beginners",Reviewed in India on 19 April 2025,2,Yes,4,POSITIVE,0.4,1,0,1,RELIABLE,10
The product looks old and used. And it has weird smell,Reviewed in India on 29 May 2025,0,Yes,4,NEGATIVE,-0.333,0,2,1,RELIABLE,11
Solid product,Reviewed in India on 21 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
It is good and easy to handle the size the look it's functionality and fitness level is also good. Sand content is upto mark. 👍🏻👍🏻,Reviewed in India on 3 December 2024,0,Yes,13,POSITIVE,0.55,3,0,1,RELIABLE,25
"It's worth the cost, better than what I thought of the quality, best👌🏻",Reviewed in India on 15 April 2025,0,Yes,7,POSITIVE,0.467,2,0,1,RELIABLE,13
"Decent product for the price although it's just a mould filled with clay/dirt.
Weight is near to what's actually stated(Not exact).It serves the purpose although i have doubts about it's longevity because of the build quality.",Reviewed in India on 23 October 2024,0,Yes,20,NEGATIVE,-0.12,0,2,3,UNRELIABLE,36
Good quality 💯😁💯,Reviewed in India on 13 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Made of PVC Material (Not iron). Works perfectly. Some crack noise from inside ( rarely). Very cheap compared to iron alternatives,Reviewed in India on 8 November 2024,0,Yes,15,POSITIVE,0.2,2,1,1,UNRELIABLE,21
"Products which was ordered by me is good.
Thank you for making this product.
I am thanking god to bless manufacturing compay and delivery and despatching company and online platform i.e. amazone company.
I am greatful to amazon.in for making available this product online for sale.
Thank you word is small to express my feelings.",Reviewed in India on 23 February 2025,2,Yes,24,POSITIVE,0.72,5,0,0,RELIABLE,55
"2 kg weight feels like 1 or by max 1.5 kg.
Don't buy this, ladies can go with it. For gents I will suggest go with 4 kg each",Reviewed in India on 27 March 2025,0,Yes,12,NEGATIVE,-0.15,1,3,0,UNRELIABLE,29
My produict return qavliti vishu,Reviewed in India on 1 April 2025,0,Yes,4,NEGATIVE,-0.5,0,2,0,RELIABLE,5
"i return this item because its used one, not sure why getting used item after paying for new product",Reviewed in India on 3 April 2025,0,Yes,8,NEGATIVE,-0.5,0,2,0,RELIABLE,19
The quality not so good but according to the price it is OK and I have using this dumbbells from long time it is really good and worth it!,Reviewed in India on 30 September 2024,0,Yes,13,POSITIVE,0.12,2,2,1,UNRELIABLE,29
"As per the product cost, products is very good but one thing I noticed, when I gripped the drumbel, feel like oily",Reviewed in India on 6 October 2024,0,Yes,12,NEUTRAL,0.067,1,1,1,UNRELIABLE,22
"Heavy
Easy to work out",Reviewed in India on 2 November 2024,0,Yes,3,NEUTRAL,0.067,1,1,1,UNRELIABLE,5
I purchased (5×2=10kg) Product comes with good quality and there is no damages. For beginners this Product is more helpful,Reviewed in India on 6 October 2024,0,Yes,11,POSITIVE,0.9,2,0,0,RELIABLE,20
Good and useful for my work out,Reviewed in India on 27 October 2024,0,Yes,5,POSITIVE,1.0,1,0,0,RELIABLE,7
"Nice product with good finishing, worth the value",Reviewed in India on 19 October 2024,0,Yes,7,POSITIVE,1.0,1,0,0,RELIABLE,8
It is only around 750gm. The pair weighs 1.5 kg.,Reviewed in India on 14 December 2024,0,Yes,4,NEGATIVE,-0.3,0,1,1,RELIABLE,10
Very nice dumble in good quality I liked it ☺️☺️,Reviewed in India on 6 October 2024,0,Yes,6,POSITIVE,1.0,1,0,0,RELIABLE,10
Value for money,Reviewed in India on 24 October 2024,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
good addition to home gym,Reviewed in India on 13 October 2024,0,Yes,5,POSITIVE,0.8,1,0,0,RELIABLE,5
The 'rod' between the two 'bells' should be 1-2 cms longer. Both ends of my hand now touch the 'bells',Reviewed in India on 28 September 2024,2,Yes,10,NEGATIVE,-0.6,0,2,0,RELIABLE,20
"Appearance looks perfect and the weight is also close , I received this package in very good condition, the size of the dumbell is good and it can last 2 years of durability. I rate this product 8/10",Reviewed in India on 22 July 2024,0,Yes,18,POSITIVE,0.55,3,0,1,RELIABLE,38
Product finishing is very bad,Reviewed in India on 31 March 2025,0,Yes,4,NEGATIVE,-1.0,0,1,0,RELIABLE,5
In this price range quality and dumble quality acceptable range.,Reviewed in India on 3 October 2024,0,Yes,8,POSITIVE,0.3,1,0,1,RELIABLE,10
Good enough for dumbbell home workouts.,Reviewed in India on 30 September 2024,0,Yes,6,POSITIVE,0.8,1,0,0,RELIABLE,6
"The material is quite hard, it's made up of cement inside because you can hear the material sound everytime you use it. Also when we got the product it was quite dirty.",Reviewed in India on 29 September 2024,0,Yes,14,NEGATIVE,-0.6,0,2,0,RELIABLE,32
Just received this product. The product looks old.,Reviewed in India on 11 November 2024,0,Yes,4,NEGATIVE,-0.6,0,2,0,RELIABLE,8
Suits the purpose but was of shabby finishing & looked like second hand.,Reviewed in India on 30 October 2024,2,Yes,8,NEGATIVE,-0.3,0,1,1,RELIABLE,13
This dumbbell are good and affordable but if this dumbbells are fallen three to four times then it will break so be careful.,Reviewed in India on 9 August 2024,4,Yes,10,NEUTRAL,0.1,1,1,0,UNRELIABLE,23
Go for it very nice,Reviewed in India on 26 September 2024,2,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,5
Ok product cheap price so we can buy for temporary use Not a good quality product ... Ok for beginners... Handle with care otherwise might broken outer skin,Reviewed in India on 6 October 2024,0,Yes,18,NEGATIVE,-0.3,0,2,2,RELIABLE,28
Good for home workouts,Reviewed in India on 30 September 2024,2,Yes,4,POSITIVE,0.8,1,0,0,RELIABLE,4
Absolutely worth for the price! I bought this product for Rs499/- only! The next day the cost was hiked! Go for it! No regrets at all! 👌❤️👍!,Reviewed in India on 3 February 2025,0,Yes,14,POSITIVE,0.45,4,1,1,RELIABLE,27
Good product when delivered!,Reviewed in India on 5 March 2025,0,Yes,2,POSITIVE,0.3,1,0,1,RELIABLE,4
"Exact colour and weight as mentioned....yes it is ceramic dumbells, requires good care while putting on the ground.
However, quality is good as per the price and worth buying.

It is advisable to use yoga mat while using the ceramic dumbells.",Reviewed in India on 1 May 2024,0,Yes,23,POSITIVE,0.38,3,0,2,RELIABLE,41
This is a very cheap and dirty product. I have never seen a product dirtier than this.,Reviewed in India on 28 May 2025,0,Yes,8,NEGATIVE,-0.85,0,2,0,RELIABLE,17
"Product not up to the mark..
It was dirty and looking used one.",Reviewed in India on 5 October 2024,0,Yes,6,NEGATIVE,-0.65,0,2,0,RELIABLE,13
It was gud but i got cnfused by the weight i wanted the heavy weight more than 1 kg so i returned n ordered agn !!,Reviewed in India on 22 January 2025,0,Yes,11,POSITIVE,0.175,2,1,1,UNRELIABLE,26
good quality,Reviewed in India on 28 February 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
"Good quality, very acuurate of 1 kgs size is average can consider by me",Reviewed in India on 4 August 2024,0,Yes,9,NEUTRAL,0.1,1,1,1,UNRELIABLE,14
BASIC NECESSITY AND NICE BUDGET FRIENDLY ITEM.,Reviewed in India on 26 February 2025,0,Yes,6,POSITIVE,0.35,1,0,1,RELIABLE,7
